partID,productLine,prodCategory
part4f3e697,line55,SpareParts
part7f9d6f0,line55,SpareParts
part04465bc,line55,SpareParts
part11debc6,line55,SpareParts
partc28926b,line55,SpareParts
part64a3643,line55,SpareParts
part13592a1,line55,SpareParts
part83cc31b,line55,SpareParts
part6c3c41e,linec1,Marketables
part8dfc5c9,linec1,Marketables
part4fa50cb,line4b,Machines
part36541e2,line4b,Machines
part546ab02,line4b,Machines
part15d6e45,line4b,Machines
part7151eac,line4b,Machines
part291b49a,line4b,Machines
part2df3e38,line55,SpareParts
part62ad6fe,line55,SpareParts
partbb3cb62,line55,SpareParts
part3d93ccc,line55,SpareParts
partdb467bd,line4b,Machines
part4b4f8d5,line55,SpareParts
part9a9f81f,line55,SpareParts
part877a263,line55,SpareParts
partd97142d,line55,SpareParts
part3057f2d,linec1,Marketables
partafb6838,line55,SpareParts
part9cd1051,line55,SpareParts
partafbc7b0,linea3,Marketables
part0ab32ab,line55,SpareParts
part5124a56,line4b,Machines
part0b574d8,line4b,Machines
part282b706,line55,SpareParts
partbe11233,line55,SpareParts
parte622a5,line55,SpareParts
part05c47fa,line55,SpareParts
part3a84f4f,line55,SpareParts
part4af7fd9,line55,SpareParts
partddeba17,line55,SpareParts
partdb44e98,line4b,Machines
part8fd88f8,line55,SpareParts
part4a0b745,line4b,Machines
part314b3f8,line55,SpareParts
partd1b8202,line55,SpareParts
parte4c47f1,line4b,Machines
part03c1a,line55,SpareParts
part7270c8c,line55,SpareParts
parte2e5d36,line55,SpareParts
part9296da0,line55,SpareParts
partfbb428,line55,SpareParts
part9fc84be,line55,SpareParts
part5a09ada,line55,SpareParts
partcc33fef,line55,SpareParts
partbd66f82,line55,SpareParts
partcd15f14,line55,SpareParts
part26023a9,line55,SpareParts
part9989974,line55,SpareParts
part9e00d00,linec1,Marketables
